caller_number,receiver_number,timestamp,duration_seconds,tower_location,call_type
+918637653364,+919963444402,2026-08-20 19:06:00,245,Ranchi,Voice
+917667375196,+914457209890,2026-08-20 19:52:00,157,Patna,Voice
+914120832992,+912920913193,2026-08-20 20:42:00,247,Kolkata,Voice
+916951256313,+911727929178,2026-08-20 21:55:00,160,Ranchi,Voice
+911026188107,+918821827703,2026-08-20 22:30:00,259,Patna,Voice
+919431054321,+919732098765,2026-08-20 22:50:00,730,Ranchi,Voice
+910453411811,+911026188107,2026-08-20 22:53:00,193,Patna,Voice
+914201541617,+913090136499,2026-08-20 23:07:00,180,Kolkata,Voice
+916087451928,+918647586631,2026-08-20 23:27:00,72,Ranchi,Voice
+911727929178,+910523748099,2026-08-21 01:21:00,275,Patna,Voice
+911727929178,+916951256313,2026-08-21 01:40:00,230,Kolkata,Voice
+915511688048,+916087451928,2026-08-21 02:03:00,206,Kolkata,Voice
+910453411811,+914120832992,2026-08-21 02:37:00,235,Ranchi,Voice
+914120832992,+919431054321,2026-08-21 02:38:00,53,Patna,Voice
+916789204099,+911727929178,2026-08-21 03:17:00,187,Kolkata,Voice
+916698346281,+912920913193,2026-08-21 03:18:00,84,Kolkata,Voice
+916705129124,+910313612351,2026-08-21 04:36:00,26,Kolkata,Voice
+919732098765,+919830011223,2026-08-21 07:08:00,510,Dhanbad,Voice
+919963444402,+911026188107,2026-08-21 17:23:00,149,Ranchi,Voice
+913090136499,+910453411811,2026-08-21 18:49:00,241,Kolkata,Voice
+912920913193,+915511688048,2026-08-21 19:37:00,129,Kolkata,Voice
+912920913193,+913090136499,2026-08-21 20:21:00,240,Kolkata,Voice
+916476156518,+911026188107,2026-08-21 21:26:00,257,Kolkata,Voice
+918505221884,+918647586631,2026-08-21 21:42:00,134,Patna,Voice
+916698346281,+919963444402,2026-08-21 21:49:00,31,Ranchi,Voice
+918637653364,+915511688048,2026-08-21 22:19:00,149,Ranchi,Voice
+919830011223,+919831122334,2026-08-21 22:22:00,59,Kolkata,Voice
+910313612351,+919431054321,2026-08-21 22:50:00,129,Patna,Voice
+918821827703,+916476156518,2026-08-21 23:02:00,202,Ranchi,Voice
+917667375196,+918821827703,2026-08-21 23:24:00,25,Ranchi,Voice
+913583020791,+914416664815,2026-08-21 23:43:00,289,Patna,Voice
+914457209890,+916705129124,2026-08-21 23:53:00,132,Ranchi,Voice
+918896051470,+918821827703,2026-08-22 00:33:00,166,Patna,Voice
+914457209890,+912359496618,2026-08-22 03:20:00,99,Ranchi,Voice
+918821827703,+919830011223,2026-08-22 03:23:00,215,Kolkata,Voice
+916789204099,+910453411811,2026-08-22 03:38:00,244,Ranchi,Voice
+911727929178,+913090136499,2026-08-22 03:50:00,27,Ranchi,Voice
+916789204099,+919835012345,2026-08-22 04:47:00,236,Kolkata,Voice
+916476156518,+919431054321,2026-08-22 05:35:00,211,Ranchi,Voice
+913090136499,+917667375196,2026-08-22 05:58:00,284,Patna,Voice
+916087451928,+918647586631,2026-08-22 16:13:00,237,Ranchi,Voice
+916087451928,+912920913193,2026-08-22 17:24:00,41,Ranchi,Voice
+918647586631,+913891760586,2026-08-22 17:24:00,238,Patna,Voice
+918637653364,+918505221884,2026-08-22 17:38:00,108,Ranchi,Voice
+911026188107,+910453411811,2026-08-22 17:54:00,95,Patna,Voice
+918505221884,+918821827703,2026-08-22 18:02:00,166,Kolkata,Voice
+914457209890,+918637653364,2026-08-22 18:51:00,73,Ranchi,Voice
+915511688048,+916087451928,2026-08-22 19:13:00,152,Ranchi,Voice
+916705129124,+916087451928,2026-08-22 23:25:00,281,Kolkata,Voice
+916951256313,+913583020791,2026-08-23 02:30:00,181,Patna,Voice
+918505221884,+916951256313,2026-08-23 02:54:00,279,Patna,Voice
+913583020791,+913891760586,2026-08-23 03:19:00,156,Patna,Voice
+916789204099,+914416664815,2026-08-23 03:58:00,291,Patna,Voice
+919963444402,+918896051470,2026-08-23 04:17:00,228,Patna,Voice
+914416664815,+914120832992,2026-08-23 04:47:00,217,Kolkata,Voice
+918821827703,+914201541617,2026-08-23 16:24:00,136,Patna,Voice
+918896051470,+916476156518,2026-08-23 16:35:00,57,Ranchi,Voice
+913891760586,+919835012345,2026-08-23 18:01:00,194,Ranchi,Voice
+913583020791,+910453411811,2026-08-23 20:35:00,233,Kolkata,Voice
+911026188107,+914457209890,2026-08-23 20:51:00,55,Patna,Voice
+910453411811,+919133232853,2026-08-23 21:48:00,92,Kolkata,Voice
+914457209890,+916087451928,2026-08-23 21:55:00,155,Kolkata,Voice
+919133232853,+917667375196,2026-08-23 22:35:00,17,Kolkata,Voice
+910453411811,+919732098765,2026-08-23 23:30:00,151,Ranchi,Voice
+916476156518,+914457209890,2026-08-23 23:40:00,286,Patna,Voice
+918821827703,+919732098765,2026-08-24 00:17:00,259,Kolkata,Voice
+918505221884,+913583020791,2026-08-24 01:20:00,221,Patna,Voice
+916476156518,+913090136499,2026-08-24 02:34:00,298,Ranchi,Voice
+918647586631,+916951256313,2026-08-24 05:19:00,239,Ranchi,Voice
+912920913193,+912359496618,2026-08-24 05:48:00,219,Patna,Voice
+915511688048,+918505221884,2026-08-24 16:20:00,277,Kolkata,Voice
+916698346281,+919732098765,2026-08-24 17:41:00,107,Ranchi,Voice
+914457209890,+918637653364,2026-08-24 18:35:00,166,Ranchi,Voice
+910453411811,+910313612351,2026-08-24 19:14:00,83,Patna,Voice
+910523748099,+918896051470,2026-08-24 20:24:00,136,Patna,Voice
+916705129124,+918896051470,2026-08-24 21:51:00,235,Ranchi,Voice
+914457209890,+914416664815,2026-08-25 00:27:00,116,Patna,Voice
+910453411811,+919133232853,2026-08-25 00:36:00,51,Patna,Voice
+918821827703,+914120832992,2026-08-25 01:34:00,186,Ranchi,Voice
+910313612351,+919732098765,2026-08-25 01:57:00,217,Patna,Voice
+914052033787,+918647586631,2026-08-25 02:45:00,124,Kolkata,Voice
+912359496618,+918637653364,2026-08-25 04:08:00,269,Ranchi,Voice
+911727929178,+914416664815,2026-08-25 04:42:00,159,Kolkata,Voice
+912359496618,+919133232853,2026-08-25 16:37:00,204,Patna,Voice
+918505221884,+911026188107,2026-08-25 16:40:00,231,Patna,Voice
+910313612351,+916951256313,2026-08-25 17:52:00,194,Kolkata,Voice
+913891760586,+914201541617,2026-08-25 20:46:00,35,Patna,Voice
+918821827703,+913891760586,2026-08-25 20:51:00,146,Patna,Voice
+918505221884,+913891760586,2026-08-25 21:54:00,139,Patna,Voice
+916951256313,+912920913193,2026-08-25 22:39:00,123,Kolkata,Voice
+913891760586,+918505221884,2026-08-25 22:50:00,183,Kolkata,Voice
+918821827703,+914120832992,2026-08-25 23:05:00,126,Ranchi,Voice
+919963444402,+913891760586,2026-08-25 23:29:00,158,Kolkata,Voice
+913583020791,+910523748099,2026-08-26 01:45:00,294,Patna,Voice
+914416664815,+919732098765,2026-08-26 01:54:00,257,Ranchi,Voice
+911727929178,+914416664815,2026-08-26 01:55:00,67,Kolkata,Voice
+914052033787,+917667375196,2026-08-26 02:17:00,184,Patna,Voice
+916705129124,+918637653364,2026-08-26 02:28:00,168,Ranchi,Voice
+914120832992,+917667375196,2026-08-26 02:38:00,119,Ranchi,Voice
+916705129124,+916951256313,2026-08-26 03:38:00,23,Patna,Voice
+914416664815,+918637653364,2026-08-26 03:39:00,218,Kolkata,Voice
+918647586631,+912359496618,2026-08-26 04:32:00,157,Kolkata,Voice
+918896051470,+918821827703,2026-08-26 05:27:00,275,Kolkata,Voice
+913891760586,+914120832992,2026-08-26 17:35:00,15,Kolkata,Voice
+913583020791,+917667375196,2026-08-26 18:52:00,184,Ranchi,Voice
+919963444402,+918637653364,2026-08-26 20:34:00,143,Ranchi,Voice
+918647586631,+919963444402,2026-08-26 21:16:00,290,Ranchi,Voice
+919963444402,+916087451928,2026-08-26 21:42:00,98,Kolkata,Voice
+914052033787,+919835012345,2026-08-26 22:40:00,250,Patna,Voice
+913891760586,+910313612351,2026-08-26 22:43:00,23,Kolkata,Voice
+917667375196,+911026188107,2026-08-26 23:39:00,269,Kolkata,Voice
+918896051470,+910523748099,2026-08-26 23:52:00,170,Patna,Voice
+918647586631,+914457209890,2026-08-27 00:47:00,279,Kolkata,Voice
+916476156518,+914052033787,2026-08-27 02:10:00,205,Patna,Voice
+912359496618,+918896051470,2026-08-27 03:20:00,116,Ranchi,Voice
+911026188107,+913891760586,2026-08-27 04:29:00,118,Kolkata,Voice
+915511688048,+916705129124,2026-08-27 05:14:00,110,Ranchi,Voice
+917667375196,+914120832992,2026-08-27 05:31:00,225,Ranchi,Voice
