transaction_id,sender_account,sender_name,receiver_account,receiver_name,amount_inr,timestamp,transaction_type
TXN7319482,AC5297465059,Jagat Kaur,AC5544332211,Sunita Sharma,8147.65,2026-08-25 20:00:00,POS
TXN6061326,AC2518270208,Advay Buch,AC4899856501,Jagdish Thakkar,10148.75,2026-08-25 20:00:00,IMPS
TXN5915536,AC4299133711,Jairaj Natt,AC5060963816,Wridesh Jain,8753.08,2026-08-25 21:00:00,POS
TXN3443523,AC5297465059,Jagat Kaur,AC6396399128,Ryan Deol,8456.3,2026-08-25 21:00:00,IMPS
TXN1399891,AC5060963816,Wridesh Jain,AC2471658709,Zayyan Mani,12233.69,2026-08-25 21:00:00,UPI
TXN7712162,AC1089647651,Yug Balay,AC3452057664,Abeer Vaidya,2198.77,2026-08-25 22:00:00,POS
TXN3094812,AC2839288593,Ati Jha,AC7485632891,Peter Gaba,12336.1,2026-08-25 22:00:00,IMPS
TXN8827997,AC4696210662,Yashasvi Mammen,AC3064401946,Rachit Muni,14254.07,2026-08-25 23:00:00,IMPS
TXN9323922,AC5241932002,Qabil Bail,AC9742736835,Radhika Mukhopadhyay,9939.26,2026-08-25 23:00:00,IMPS
TXN5200024,AC2839288593,Ati Jha,AC5060963816,Wridesh Jain,14021.89,2026-08-26 00:00:00,IMPS
TXN5177529,AC4696210662,Yashasvi Mammen,AC9742736835,Radhika Mukhopadhyay,3582.53,2026-08-26 03:00:00,IMPS
TXN6830874,AC9668008862,Nitara Mital,AC7485632891,Peter Gaba,1693.54,2026-08-26 05:00:00,POS
TXN7132693,AC8386324609,Sudiksha Trivedi,AC9742736835,Radhika Mukhopadhyay,7044.5,2026-08-26 19:00:00,UPI
TXN5794849,AC2557678480,Megha Lad,AC6677889900,Amit Banerjee,2184.33,2026-08-26 21:00:00,UPI
TXN5978667,AC5297465059,Jagat Kaur,AC8287766385,Yachana Brar,13352.5,2026-08-26 21:00:00,UPI
TXN4817111,AC5241932002,Qabil Bail,AC6677889900,Amit Banerjee,778.3,2026-08-26 22:00:00,UPI
TXN6445741,AC5544332211,Sunita Sharma,AC5241932002,Qabil Bail,13607.39,2026-08-26 22:00:00,POS
TXN2259424,AC5060963816,Wridesh Jain,AC4696210662,Yashasvi Mammen,9347.68,2026-08-26 23:00:00,POS
TXN8238078,AC3429441363,Krisha Subramaniam,AC5544332211,Sunita Sharma,6995.57,2026-08-27 01:00:00,UPI
TXN9236347,AC8386324609,Sudiksha Trivedi,AC2222296206,Ekalinga Om,3797.78,2026-08-27 01:00:00,POS
TXN6879594,AC1122334455,Tariq Khan,AC9443074726,Yashoda Atwal,4641.97,2026-08-27 03:00:00,UPI
